"","marital","actual_mean","optimalc_mean","optimalv_mean","mass_sum"
"1",0,10.8045478650244,15.0183806220031,26.5826817812774,0.419207395209999
"2",1,28.376207416252,23.7179791414685,10.9301527010865,0.379300068303032
