"","marital","kids","ymin_group","mass","c_avg_chk0_usd","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","v_avg_chk0_usd"
"1",0,0,"(0,0.182]",0.00405404075356916,7597.82437230791,0.768785049400217,0.768785049400217,0.623654712651241,0.548691477974293,0.548691477974293,0.548691139737375,0.548691139737375,0.548691139737375,0.548691139737375,0.548691139737375,0.548691139737375,0.548691139737375,0.548691139737375,0.548691139737375,0.548691139737375,0.548691139737375,0.548691139737375,0.548691139737375,0.548691139737375,0.459455318370904,0.459455318370904,0.459455318370904,0.459455318370904,0.459455318370904,0.459455318370904,0.459455318370904,0.459444936716462,0.459430387141166,0.459376143005006,0.459286325015439,0.459286325015439,0.459286325015439,0.459286325015439,0.459286325015439,0.458779965292111,0.458681150133052,0.405357753400324,0.357512577071983,0.357512577071983,0.357512577071983,0.357512577071983,0.357512577071983,0.357512577071983,0.357512577071983,0.357485036983451,0.357474474972171,0.357473735429547,0.357471902560363,0.357471849842028,0.357465655888467,0.357460607621294,0.357460607621294,0.357460607621294,0.357460607621294,0.357460607621294,0.35742679835186,0.357402107853848,0.357402107853848,0.357402107853848,0.357402107853848,0.357295914654904,0.356976883880134,0.35542067779184,0.295500477141172,0.290125306328433,0.290117087037262,0.290117087037262,0.290117087037262,0.290116390951079,0.290116390951079,0.290116390951079,0.290116390951079,0.290116390951079,0.290116390951079,0.290116390951079,0.290116390951079,0.290116390951079,0.290116390951079,0.290116390951079,0.290116390951079,0.290116390951079,0.290107788214136,0.290090943157816,0.290090943157816,0.290090553012241,0.290090553012241,0.290085010870526,0.290085010870526,0.290085010870526,0.290081847418069,0.290078184858666,0.290078184858666,0.290062499186258,0.290050843425599,0.290050843425599,0.290049568538861,1427.00859329488
"2",0,0,"(0.182,0.365]",0.0262916417537372,14009.4649957808,0.575728935987861,0.567895167532856,0.567895167532856,0.567895167532856,0.567895167532856,0.567895167532856,0.567895167532856,0.567895167532856,0.528472044006769,0.528471392744196,0.528174720335574,0.527039509740313,0.527039509740313,0.527039509740313,0.527039509740313,0.527039509740313,0.527039509740313,0.527039509740313,0.514613612088977,0.486538184845028,0.486538184845028,0.486538184845028,0.486538184845028,0.486538184845028,0.486538184845028,0.486538184845028,0.486395399854154,0.486222127709047,0.485598233903791,0.484695458531068,0.484693715141896,0.484693715141896,0.484693591780049,0.484693591780049,0.481838646809608,0.481324508022843,0.416496355544601,0.363538393603289,0.363533381686997,0.363533381686997,0.36353147746015,0.36353147746015,0.36353147746015,0.36353147746015,0.363268977380093,0.363130920157247,0.363130920157247,0.363130920157247,0.363130920157247,0.36307036087968,0.363043990875133,0.363043990875133,0.363042643523819,0.363042643523819,0.363042299555448,0.362449275608211,0.362362675606879,0.362362675606879,0.362362484626276,0.362362484626276,0.359223385873582,0.353036171182496,0.35167950258775,0.298779605626564,0.297960807244822,0.297960807244822,0.297960807244822,0.297960807244822,0.297960807244822,0.297960807244822,0.297958619868907,0.297958619868907,0.297958619868907,0.297958619868907,0.297958619868907,0.297958619868907,0.297958619868907,0.297958619868907,0.297958619868907,0.297935712122948,0.297932561341776,0.297803265894489,0.297733680274766,0.297733039868971,0.297733039868971,0.297729254686009,0.297658227351855,0.297621578645333,0.297621578645333,0.297620282665397,0.297620282665397,0.297620282665397,0.297363176820296,0.297312273033924,0.29731071180669,0.29731071180669,2490.23124703064
"3",0,0,"(0.365,0.547]",0.0378838967689316,21149.3834061935,0.576597368061853,0.576597368061853,0.549333581531783,0.535224112150322,0.535224112150322,0.535224112150322,0.535224112150322,0.535224112150322,0.535224112150322,0.535224112150322,0.534066506402628,0.524549452295854,0.524549452295854,0.524549314088113,0.524549267490769,0.524549267490769,0.518718966304576,0.515448990223632,0.498412960951306,0.471979996016653,0.471979996016653,0.471979996016653,0.471979996016653,0.471979996016653,0.471979996016653,0.471979996016653,0.471784703726702,0.471570744811131,0.471533858302277,0.471531411863593,0.47153059556957,0.47153059556957,0.47153059556957,0.47153059556957,0.47153059556957,0.47153059556957,0.42082131818892,0.382660782485584,0.382658603356479,0.382658603356479,0.38265613107782,0.38265613107782,0.38265613107782,0.38265613107782,0.382257021203984,0.382084899647013,0.382084753222323,0.382084753222323,0.382084753222323,0.382047697119222,0.382033725944746,0.382033725944746,0.382033725944746,0.382033725944746,0.382033725944746,0.379625369385453,0.379393131676007,0.379393131676007,0.379393131676007,0.379393131676007,0.37787349239934,0.375378954764311,0.371442619158067,0.312699466677106,0.312584747443964,0.312584747443964,0.312584747443964,0.312584747443964,0.312584747443964,0.312584747443964,0.312584284989196,0.312584284989196,0.312584284989196,0.312584284989196,0.312584284989196,0.312584284989196,0.312584284989196,0.312584284989196,0.312584284989196,0.312539790799512,0.312536400354218,0.312322227962946,0.312238375369899,0.312232812056243,0.312232812056243,0.312232812056243,0.312132680897633,0.312084453537191,0.312084453537191,0.312084453537191,0.312083913032523,0.312081650705136,0.308058864057617,0.307760485192405,0.307755348224356,0.307753218169188,3650.21559902833
"4",0,0,"(0.547,0.73]",0.0363196643721284,28015.3913030197,0.477698929837826,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.476604100664717,0.47588253271005,0.466375197836215,0.466374816247743,0.466374816247743,0.466374816247743,0.466374816247743,0.466374816247743,0.466374816247743,0.465827432545205,0.465275508605751,0.46153586826482,0.457194510934009,0.457192585969882,0.457192585969882,0.457192585969882,0.457192585969882,0.454907317202727,0.454743547514236,0.410593282760587,0.38159087193786,0.381587878563132,0.381587689839699,0.381587689839699,0.381587689839699,0.381587166666923,0.381587166666923,0.380581489331386,0.380221591294568,0.380221591294568,0.380220346345933,0.380220346345933,0.38004914535695,0.379978601991514,0.379978601991514,0.379978331700205,0.37997785841389,0.37997785841389,0.379577196248791,0.379561805147528,0.379561577610851,0.379561577610851,0.379561577610851,0.379082420319014,0.378454210054143,0.372075775608895,0.318198436876087,0.317988994888351,0.317988663247033,0.317988663247033,0.317988663247033,0.317988663247033,0.317988663247033,0.31798865499024,0.31798865499024,0.31798865499024,0.31798865499024,0.31798865499024,0.31798865499024,0.31798865499024,0.31798865499024,0.31798865499024,0.31798865499024,0.31798865499024,0.316950894789429,0.316593384612299,0.316593384612299,0.316593285907542,0.316592398356954,0.316433964077668,0.316359725702629,0.316359725702629,0.316359725702629,0.316359725702629,0.316359725702629,0.311881532514164,0.311713886317907,0.311713886317907,0.311713886317907,4728.98620186643
"5",0,0,"(0.73,0.912]",0.0307505972668895,34546.604728593,0.451628523265889,0.451579232545859,0.448041498368227,0.445907359739073,0.445907359739073,0.444766479121633,0.443467638064084,0.441495571355378,0.436910373660827,0.436910318169759,0.436910318169759,0.436910318169759,0.436910318169759,0.436910318169759,0.436910318169759,0.436910318169759,0.436910318169759,0.436910318169759,0.436910318169759,0.436854298668622,0.436854019918538,0.436854019918538,0.436854019918538,0.436854019918538,0.436854019918538,0.436854019918538,0.435654786707724,0.434498436243292,0.432242794842026,0.429654337673263,0.429654337673263,0.429654337673263,0.429654337673263,0.429654337673263,0.427575335916738,0.427416555155323,0.412354681326019,0.403042136112418,0.403041336836935,0.403041336836935,0.403041336836935,0.403041336836935,0.403041336836935,0.403041336836935,0.399610622121801,0.398493585709692,0.398493585709692,0.398493585709692,0.398493231293772,0.398354427426438,0.398314925588821,0.398314211015771,0.398313073260191,0.398313073260191,0.398313073260191,0.395431214819775,0.395393724406777,0.395391520111152,0.395391520111152,0.395391520111152,0.394267489473345,0.392936960248224,0.37974964872879,0.286301512300548,0.285801689235547,0.285801689235547,0.285801689235547,0.285801689235547,0.285801689235547,0.285801689235547,0.285801630828645,0.285801630828645,0.285801630828645,0.285801630828645,0.285801630828645,0.285801630828645,0.285801630828645,0.285801630828645,0.285801630828645,0.285776497535694,0.285774847628326,0.284026066306665,0.283519431463223,0.283519428857301,0.28351939558852,0.28351939558852,0.283263915268546,0.283209532812819,0.283209532812819,0.283209532812819,0.283209532812819,0.283187398225206,0.281221394286143,0.281203819614512,0.281203819614512,0.281203819614512,5732.10055858188
"6",0,0,"(0.912,1.09]",0.02465695799593,40805.7437587104,0.410839065192037,0.410294392248116,0.407615152484903,0.406315143282729,0.406315143282729,0.406315143282729,0.406315143282729,0.406315143282729,0.406315143282729,0.406315143282729,0.406315143282729,0.406315143282729,0.406315143282729,0.406315143282729,0.406315143282729,0.406315143282729,0.406315143282729,0.406315143282729,0.406315143282729,0.400252259357674,0.400252165150945,0.400252165150945,0.400252165150945,0.400252165150945,0.400252165150945,0.400252165150945,0.398478112737762,0.396788965291078,0.396788965291078,0.396788965291078,0.396788965291078,0.396788965291078,0.396788965291078,0.396788965291078,0.396788965291078,0.396788965291078,0.396788965291078,0.395295225964721,0.395295039726251,0.395295039726251,0.395295039726251,0.395295039726251,0.395295039726251,0.395295039726251,0.391343357166796,0.390096410440313,0.390096410440313,0.390096410440313,0.390095824092506,0.389863075030952,0.38980837715858,0.389808217114711,0.389808217114711,0.389808217114711,0.389808217114711,0.38785522014476,0.387823837996858,0.387822727435379,0.387822727435379,0.387822727435379,0.387453692892058,0.387019303841623,0.375040920001042,0.294082499515914,0.29273403364937,0.29273403364937,0.29273403364937,0.29273403364937,0.29273403364937,0.29273403364937,0.292734019228655,0.292734019228655,0.292734019228655,0.292734019228655,0.292734019228655,0.292734019228655,0.292734019228655,0.292734019228655,0.292734019228655,0.292572643044879,0.292560830087427,0.290549992818154,0.290046240091662,0.290046240091662,0.290046163892929,0.290046163892929,0.289504706805139,0.289404093618435,0.289403743325189,0.289403743325189,0.289403743325189,0.289341136147009,0.287671335313677,0.287670761365304,0.287670761365304,0.287670761365304,6664.94840128144
"7",0,0,"(1.09,1.28]",0.0193903231348676,46779.1295836151,0.375902212848229,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.375802441634905,0.373631469631783,0.373631452227054,0.37363144362498,0.373631388009484,0.373631388009484,0.373631388009484,0.373631388009484,0.3730616686266,0.372529408708413,0.372529408708413,0.372529408708413,0.372529408708413,0.372529408708413,0.372529408708413,0.372529408708413,0.372529408708413,0.372529408708413,0.372529408708413,0.370301609619221,0.370301609619221,0.370301609619221,0.370301609619221,0.370301609619221,0.370301609619221,0.370301609619221,0.367818142789583,0.367065866735027,0.367065866735027,0.367065517515974,0.367064653327916,0.366566856446225,0.366455811524853,0.366455801842194,0.366455801842194,0.366455741467153,0.366455741467153,0.366255392902077,0.366239603473277,0.366239603473277,0.366239603473277,0.366239603473277,0.366190887148988,0.36613386200162,0.358041897662915,0.306560337576826,0.305044540026559,0.305044540026559,0.305044540026559,0.305044540026559,0.305044540026559,0.305044540026559,0.305044530687111,0.305044530687111,0.305044530687111,0.305044530687111,0.305044530687111,0.305044530687111,0.305044530687111,0.305044530687111,0.305042200946205,0.305007103061189,0.305006914948938,0.30439731144161,0.304262058437484,0.304262058437484,0.304262024954363,0.304262024954363,0.303429103525174,0.303298478395955,0.30329697131863,0.30329697131863,0.30329697131863,0.303261783481413,0.302546521476753,0.302546467223996,0.302546467223996,0.302546467223996,7474.21573187865
"8",0,0,"(1.28,1.46]",0.0151189297420383,52564.8309009637,0.359043527938394,0.359043527938394,0.359043527938394,0.359043527938394,0.359043527938394,0.359043527938394,0.359043527938394,0.359043527938394,0.358244563399989,0.35824455205186,0.358056156468141,0.35743892111826,0.357438860706939,0.357438860706939,0.357438860706939,0.357438860706939,0.357410958164523,0.357410958164523,0.357410958164523,0.357134667507632,0.357134667507632,0.357134667507632,0.357134627573626,0.357134627573626,0.357134627573626,0.357134627573626,0.356345212287601,0.355620889292766,0.355620889292766,0.355620889292766,0.355620889292766,0.355620889292766,0.355620889292766,0.355620889292766,0.355620889292766,0.355620889292766,0.354627182109861,0.352439090736559,0.352439090736559,0.352439090736559,0.352439090736559,0.352439090736559,0.352439090736559,0.352439090736559,0.351757598857343,0.351553035617239,0.351553035617239,0.351552575269221,0.351552461504809,0.35096999538124,0.350847079003349,0.350847053772272,0.350847053772272,0.350847053772272,0.350847053772272,0.350847053772272,0.350847053772272,0.350847053772272,0.350847053772272,0.350847053772272,0.350847053772272,0.350847053772272,0.346042724249635,0.317326302376652,0.316769205711325,0.316769205711325,0.316769190097467,0.316769177675753,0.316769177675753,0.316769177675753,0.316769177675753,0.316769177675753,0.316769177675753,0.316769177675753,0.316769177675753,0.316769177675753,0.316769177675753,0.316769177675753,0.316763944769091,0.31673324306962,0.31673324306962,0.316161085297384,0.316043363791134,0.316043363791134,0.316043336038995,0.316043336038995,0.315351413862787,0.315251255101547,0.31524987923707,0.31524987923707,0.31524987923707,0.315216912084513,0.314650433343112,0.314650345064903,0.314650345064903,0.314650345064903,8326.96096269965
"9",0,0,"(1.46,1.64]",0.0119729352990929,58245.6976474748,0.344438601168052,0.344426740300616,0.344354770431283,0.344315339392027,0.344315319567714,0.344255559223119,0.34418900360198,0.343786610550781,0.341424178177903,0.341424163974389,0.341376896761194,0.34121850966998,0.341218409878063,0.341218409878063,0.341218409878063,0.341218409878063,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.341187530528987,0.34078259363049,0.339304314654073,0.339304314654073,0.339304314654073,0.339304314654073,0.339304300211686,0.339304300211686,0.339304300211686,0.339218888010244,0.339194363306989,0.339194363306989,0.339193848854687,0.339193848854687,0.338734092660526,0.338638410590019,0.338638407298527,0.338638407298527,0.338638407298527,0.338638407298527,0.338638407298527,0.338638407298527,0.338638407298527,0.338638407298527,0.338638407298527,0.338638407298527,0.338638407298527,0.336374925039689,0.321304671990656,0.32048092123587,0.32048092123587,0.320480911346176,0.320480910016674,0.320480910016674,0.320480910016674,0.320480910016674,0.320480910016674,0.320480910016674,0.320480910016674,0.320480910016674,0.320480910016674,0.320480910016674,0.320480910016674,0.320463319658806,0.320369022684049,0.320369022684049,0.320050355748396,0.319984517462067,0.319984517462067,0.319984517462067,0.319984478910767,0.319597799708365,0.319544814915836,0.319544088896893,0.319544088896893,0.319544088896893,0.319523742585128,0.319189114038463,0.319189045339241,0.319189045339241,0.319189045339241,9109.70807972096
"10",0,0,"(1.64,1.82]",0.00925588127568505,63654.503843894,0.32392692770924,0.323915232804087,0.323509909388282,0.323312153972691,0.323312143753787,0.323194968804879,0.323064435952481,0.322949507687426,0.322273405950169,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.322273273681754,0.321882768707128,0.32188276624134,0.321882728976443,0.321882728976443,0.321882727477222,0.321882727477222,0.321882727477222,0.321851148888079,0.321843127866474,0.321842842134434,0.321842263531099,0.321842263531099,0.321585518611243,0.321532090386661,0.321532072167856,0.321532072167856,0.321532072167856,0.321532072167856,0.321532072167856,0.321532072167856,0.321532072167856,0.321532072167856,0.321532072167856,0.321532072167856,0.321532072167856,0.320416489377469,0.312363953481595,0.311618338314235,0.311618338314235,0.311618325242624,0.311618325242624,0.311618325242624,0.311618325242624,0.311618325242624,0.311618325242624,0.311618325242624,0.311618325242624,0.311618325242624,0.311618325242624,0.311618325242624,0.311618325242624,0.311607792043386,0.311549811707681,0.311549811707681,0.311391232288646,0.311360465436511,0.311360465436511,0.311360465436511,0.311360244387915,0.311079362593353,0.311045361564073,0.311045170840908,0.311045170840908,0.311045170840908,0.311038717266982,0.310937315954654,0.310937246032096,0.310937229855756,0.310937229855756,9686.24192988855
