"","kids","actual_mean","optimalc_mean","optimalv_mean","mass_sum"
"1",0,11.0173762032761,10.7693098770292,17.9753204517956,0.389790336570505
"2",1,19.7011689474475,20.8354853468676,19.3770961020891,0.127806983384038
"3",2,25.9719396873649,27.4474466431267,19.8223145483137,0.148572543833953
"4",3,32.3737334864444,31.5837052574899,20.7969032562238,0.0801502216307875
"5",4,38.8322050232877,34.8669913089325,22.8867972712834,0.0521873780937484
